,datetime,country,shape,duration (seconds),comments,latitude,longitude
17573,2013-01-17 23:11:00,us,circle,120,Bright flashing objects appear and rapidly depart&#44 after a brief visit.,40.0991667,-83.1141667
17574,2014-01-17 02:18:00,us,light,180,Blue strobe light floating in red rock around 02:17am.,36.1750000,-115.1363889
17575,2014-01-17 02:45:00,us,cylinder,300,Blue cylinder over east Orlando erratic flying/flashing inject.,28.5380556,-81.3794444
17576,2014-01-17 05:00:00,us,sphere,300,Bright &quot;Star-Shaped&quot; object&#44 possibly out of the Atmosphere&#44 that could move up&#44 down and sideways&#44 and Fade in and Out on B,29.9838889,-93.1291667
17577,2014-01-17 06:45:00,us,sphere,1800,2 bright pulsating stars and three orange orbs.,33.0580556,-112.04694440000002
17578,2014-01-17 08:30:00,us,light,1800,Four red lights slowly moving&#44 high above.,39.0638889,-108.55
17579,2014-01-17 11:00:00,us,sphere,300,Mystery objects seen over Desert Center Ca and disappeared thru a puff of smoke.,33.7125000,-115.4013889
17580,2014-01-17 12:20:00,us,other,300,Boomerang  shaped moving very fast&#44 descending &#44 from northwest to east then back west and then I  lost sight of the object seem to be,39.1625000,-76.625
17581,2014-01-17 13:00:00,us,sphere,7,Riding bus looked out window and saw a silver sphere.,30.3116667,-95.4558333
17582,2014-01-17 13:00:00,us,unknown,300,Two streams flying into each other.,35.9552778,-96.0086111
17583,2014-01-17 17:00:00,us,nan,300,2 fireballs in sky.,40.2736111,-76.88472220000001
17584,2014-01-17 17:10:00,nan,light,10,As the sun was setting about 4 finger widths above the sun in the west/southwest was what looked like a really bright star even though,50.024565,-114.92353
17585,2014-01-17 18:00:00,us,other,600,Three strange lights in triangular formation&#44 one brighter than any aircraft I have ever seen; one passed overhead.,39.9205556,-105.0861111
17586,2014-01-17 18:30:00,us,formation,120,Red and blue light formation seen by 6 people streak from north to south&#44 then back north&#44 hover&#44 then dropped slowly beyond tree line.,47.0344444,-122.8219444
17587,2014-01-17 19:30:00,nan,light,240,Orange light rising above eastern horizon then traveling easterly out of sight.  ((NUFORC Note:  Witness is pilot.  PD)),33.663914,-114.229949
17588,2014-01-17 19:35:00,us,light,120,Yellow light in the flight path of a 747 that quickly vanished as the plane got it it&#39s sight  over garden grove ca.,33.7455556,-117.86694440000001
17589,2014-01-17 21:00:00,us,circle,180,Orange light over North Raleigh.,35.7719444,-78.63888890000001
17590,2014-01-17 21:15:00,nan,cigar,15,Individually technologically explainable&#44 except speed and collectively improbable.,23.61,58.54
17591,2014-01-17 22:30:00,us,light,900,Orange and white lights traveling across the sky.,26.1416667,-81.795
17592,2014-01-17 22:35:00,us,sphere,180,A sphere with several red and white lights&#44 hovering at first and then flew out of sight at lightning speed&#33,40.0394444,-84.2033333
17593,2014-01-17 00:00:00,us,nan,0,Have you drawn any relationship to Crystal City&#44 TX ufo report on 1-15 (SW side of San Antonio) to Garden Ridge&#44 TX (NW side of San Ant,29.6344444,-98.305
17900,2010-11-08 00:00:00,au,unknown,240,Flashing white light roughly same position blinking about 30 seconds apart 5 or 6 times before moving further away from the planet,-12.45722,130.836639
17901,2010-01-18 01:35:00,us,light,240,Three very intense pulses or flashes of light in the north suburbs of Pittsburgh&#44PA.  01/18/2010 1:30am.,40.4405556,-79.9961111
17902,2010-11-08 06:55:00,us,nan,180,brighter then every star and planet then slowly dimmed to nothing,41.2586111,-95.9375
17903,2010-01-18 07:38:00,us,cigar,300,Silver Cigar-shaped object at 7:38 am in Lamar&#44 SC,34.1686111,-80.06277779999999
17904,2010-11-08 08:00:00,nan,circle,300,UFO in Genting Malaysia,5.278611,100.3875
17905,2010-01-18 10:00:00,us,changing,620,THE FACT THAT THEY WAS TAKEING WATER FOR SOME RESONE,36.2597222,-86.6477778
17906,2010-11-08 10:44:00,us,disk,600,2 disks seen and pics taking over the ocean in hb the day before the supposed missile over ca pacific ocean &#33,33.6602778,-117.99833329999998
17907,2010-01-18 15:00:00,us,triangle,60,Triangular object with 40+ lights hovering over Oldwick&#44 New Jersey.,40.6725000,-74.7477778
17908,2010-11-08 16:00:00,us,unknown,60,Reflective object changed flight directions by 90 degrees and disappeared.,40.4847222,-78.0105556
17909,2010-11-08 16:45:00,us,sphere,900,Orange sphere with a tail pointing up.,41.5250000,-88.0816667
17910,2010-01-18 17:35:00,us,nan,3,One huge bright round light falling straight down behind round top park,41.9788889,-76.5158333
17911,2010-11-08 17:45:00,us,cross,600,X Shaped UFO With Clean Red Flame Along Underside; Underside lit up then it was gone.,29.7513889,-82.425
17912,2010-01-18 17:50:00,us,other,5,I saw what I thought was a plane flying straight with headlights on&#44 evolve into a bowtiw shape of light and shoot down to the ground.,39.7391667,-75.2244444
17913,2010-11-08 18:25:00,us,disk,180,Saucer seen on W. Michigan Street and Porto Alegre,39.7683333,-86.1580556
17914,2010-11-08 18:30:00,us,light,0,A very fast moving object that leaves a trail of white light then bursted brightly then dissappeared in a clear night sky,34.1425000,-118.25416670000001
17915,2010-11-08 18:56:00,us,rectangle,120,A large sqaure object being escorted by fighter jets.,38.7627778,-93.7358333
17916,2010-01-18 19:03:00,us,oval,5,I was setting in my livingroom reading a book.  My dog was barking excessivly. I looked out the window and saw a very brilliant pure wh,45.2163889,-112.6366667
17917,2010-01-18 19:15:00,us,sphere,2,brightly glowing aqua-greenish sphere comes straight down and land 50 yards out in our horse pasture with no noise and disappears.,45.8708333,-112.09666670000001
17918,2010-11-08 19:20:00,nan,light,90,Saw a light moving very quickly across the sky&#44 and changing directions.,37.289655,-79.852972
17919,2010-11-08 19:30:00,us,light,300,blinking lights twirl and fly away,35.6008333,-82.5541667
17920,2010-11-08 20:00:00,nan,nan,0,While traveling on the 303 sometime after 8:00pm; I spotted five off white lights in the sky&#44 north of the 303 and eas,0,0.0
17921,2010-01-18 20:15:00,us,light,120,Bright&#44 flickering orange light,47.6063889,-122.33083329999998
17922,2010-01-18 20:55:00,us,light,1,Two bluish-green lights moving NNE over Arroyo Grande&#44 CA at unbelievable speed.,35.1186111,-120.58972220000001
17923,2010-01-18 21:00:00,nan,light,20,Unusual white light at high altitude&#44  very fast with &#39?cloaking?&#39 capabilities&#44 and maneuvers,10.315699,123.88543700000001
17924,2010-11-08 21:30:00,us,fireball,5,Fireball over Jurupa Hills in South side part of Fontana Ca.  San Bernardino County 11/08/2010,34.0922222,-117.43416670000002
17925,2010-11-08 21:30:00,us,light,120,Red-blue light over Silver Creek Nebraska stopped and changed direction,41.3088889,-97.6575
17926,2010-11-08 21:35:00,us,diamond,120,bright  triangle shape falling,34.5794444,-118.1155556
17927,2010-11-08 22:30:00,us,other,120,Red lighted&#44 silent&#44 bowl shaped craft seen floating near college in wisconsin,43.7730556,-88.4469444
17928,2010-11-08 23:30:00,us,light,2700,Strobing &quot;Star like&quot; objects in the sky being observed by aircraft,40.1933333,-85.38638890000001
17929,2010-11-08 23:30:00,us,light,900,Bright white light in the woods&#44 emanating light blue color off of it.,42.9977778,-84.1766667
17930,2011-11-08 00:00:00,us,light,2,Lights on &amp; then shot straight across the sky at a slight downward angle &amp; then gone w/ no fading of the light&#44 within seconds&#44 if that,36.3291667,-80.4333333
17931,2011-01-18 01:00:00,us,sphere,210,UFO  taking things from our environment,35.3186111,-82.4611111
17932,2011-01-18 05:45:00,us,disk,30,UFO briefly hovers over Seattle&#44 then disappears in a straight upward movement.,47.6063889,-122.33083329999998
17933,2011-01-18 10:36:00,us,changing,0,strange craft over american canyon california. 2 bright and 4 or 5 white lights.,38.1750000,-122.25972220000001
17934,2011-11-08 16:40:00,us,other,240,Moon disappears for 4 minutes at 4:40 p.m. on 11/8/11,47.6105556,-122.19944440000002
17935,2011-11-08 18:15:00,us,unknown,900,Three Objects in differant parts of the sky&#44 All changing color and two that moved around.  ((NUFORC Note:  Twinkling stars?  PD)),43.1008333,-75.2330556
17936,2011-11-08 18:30:00,us,light,20,We were traveling North West on Hwy 70 from Lordsburg&#44 NM to Duncan&#44 AZ when my boyfriend and I both noticed a bright orange light in t,32.7213889,-109.10472220000001
17937,2011-11-08 18:30:00,us,fireball,120,Fireball sighting in Terre Haute&#44 IN on Nov. 8&#44 2011 at 6:30 pm est.  time,39.4666667,-87.4138889
17938,2011-11-08 19:00:00,us,light,5,Bright object fell from sky for 2-3 seconds&#44 disappeared for 1 sec&#44 then reappeared and fell 2-3 more sec.,34.9852778,-80.5497222
17939,2011-11-08 19:00:00,us,triangle,0,Triangle lights,33.9686111,-112.7288889
17940,2011-01-18 19:30:00,us,light,5,Green light streaked across the sky at a low level and then disappeared,33.5386111,-112.1852778
17941,2011-11-08 20:00:00,us,triangle,9,Triangle shaped no sound no light,35.4050000,-97.1625
17942,2011-11-08 20:30:00,us,triangle,120,Looking at field across from the house on 1520 Governors Bridge Rd where normal flight path is for BWI flights. It is a very clear Nigh,38.9227778,-76.62861109999999
17943,2011-11-08 21:00:00,us,cigar,300,Flashing red&#44 blue lights around stat. obj. w/ white lights: seen Nov&#44 5&#44 6&#44 &amp; 8 in W sky of ME. ((NUFORC Note:  Twinkling star??  PD)),43.3944444,-70.8513889
17944,2011-01-18 21:45:00,us,light,900,Two red lights fixed in the sky one of them started sendind or emiting white pulses downwards.,40.3916667,-111.85
17945,2011-11-08 22:00:00,us,sphere,8,Big light traveling west in the sky.,40.7516667,-75.7927778
17946,2011-11-08 22:00:00,us,light,5,Several of my friends and I were in a parking lot and we looks up because it was a nice clear night&#44 and there was a greenish white-ish,43.8569444,-70.1036111
17947,2011-01-18 22:07:00,us,fireball,1.5,Redish-Orange object falling ne to sw in souther sky south of Sullivan Lake&#44 Ione&#44 Wa,48.7411111,-117.41611110000001
17948,2011-01-18 22:30:00,us,triangle,240,Triangle Shape&#44 no noise&#44 no lights,48.8466667,-122.58972220000001
17949,2011-11-08 23:00:00,us,circle,10800,Bright white pulsating&#44 top shaped object with intermittent red&#44 green&#44 blue&#44 purple lights with tail. ((NUFORC Note:  Stars?  PD)),35.7452778,-81.685
17950,2011-01-18 23:30:00,us,oval,120,Cone like object near Navarre&#44 OH,40.7244444,-81.5222222
17951,2012-11-08 01:30:00,us,fireball,120,Multicolored flashing ball of light (disco-ball).  ((NUFORC Note:  Possible observation of the star&#44 Sirius&#44 we suspect.  PD)),38.2544444,-104.60861109999999
17952,2012-11-08 01:59:00,us,circle,300,Orange floating light over McKinleyville,40.9466667,-124.09944440000001
17953,2012-11-08 06:30:00,ca,light,40,((HOAX??))  White light dot like from the S at 6:30ish am thort it was a satterlight moving slow but suddenly turned west and shot off,44.383333,-79.7
17954,2012-01-18 07:43:00,us,unknown,180,Plane behind strange lit object making no noise,34.4113889,-118.53916670000001
17955,2012-11-08 12:03:00,us,disk,60,2 discs.,36.0997222,-80.2444444
17956,2012-11-08 16:30:00,us,light,20,White light flew across sky and then shot strait up faded to red and dissapeared,55.3422222,-131.6461111
17957,2012-01-18 17:00:00,us,light,45,Series of 5 stationary horizontal lights evenly spaced apart fading in one at a time then fading out all at once.,44.8075000,-74.7741667
17958,2012-11-08 17:00:00,us,triangle,300,Red balls of light in a triangular  formation at low altitude.,33.3869444,-84.2830556
17959,2012-11-08 17:30:00,us,triangle,600,5 UFO&#39s spotted&#44 one in Selah that was very visible&#44 and four in Yakima&#44 Washington.,46.6541667,-120.5288889
17960,2012-11-08 17:45:00,us,light,1800,2-4 bright lights hovering over Granger&#44 TX.,30.5705556,-97.4091667
17961,2012-11-08 17:50:00,us,fireball,600,Balls of light in formation in the north west area.,30.7175000,-97.4425
17962,2012-01-18 18:00:00,us,other,7200,Strange&#44 unexplainable  blue and red flahing lights with weird force around them. Over 20 seen.,33.9561111,-83.9880556
17963,2012-11-08 18:00:00,us,light,180,I noticed two yellowish orange lights and I knew they weren&#39t street lights they were much brighter and were moving. They would dissape,31.0980556,-97.3425
17964,2012-01-18 18:00:00,us,triangle,0,Triangle shape with green light outline and red/orange light on the top,32.5088889,-86.9875
17965,2012-11-08 18:04:00,us,changing,60,My mom was driving N. on 1660 toward HWY 29. She saw 3 bright lights hovering for 30 sec and then there were suddenly only 2 lights.,30.6377778,-97.5405556
17966,2012-01-18 18:30:00,us,light,2,Flares,44.8486111,-74.2952778
17967,2012-11-08 18:40:00,us,other,1,I was driving home from work after a few stops along the way.  i was traveling northbound when a very fast object raced across the sky,28.1458333,-82.7569444
17968,2012-01-18 18:45:00,us,unknown,600,Confirmation of two Philadelphia area sightings,40.1416667,-75.2094444
17969,2012-01-18 18:45:00,us,unknown,600,Confirmation of two Philadelphia area sightings of same objects,40.1416667,-75.2094444
17970,2012-11-08 19:00:00,us,light,7200,11/08/12 and 11/09/12 lights in the sky,40.7186111,-74.5697222
17971,2012-11-08 19:00:00,us,oval,15,We were driving southeast towards the direction of North Myrtle Beach and saw 4 separate bright orange lights high in the sky.,34.0561111,-78.8905556
17972,2012-01-18 19:00:00,nan,light,10800,A bright moving star in the sky?,41.522479,-72.01126
17973,2012-11-08 19:15:00,us,sphere,600,Two big bright spheres floating around over mountains,38.9419444,-105.15666670000002
17974,2012-01-18 19:15:00,us,light,300,Object rapidly and forcibly is headed toward the ground but immediately makes a U turn then disappears.,32.9761111,-96.595
17975,2012-11-08 19:45:00,us,fireball,120,Huge fireball type object with humanoid object in the center.,37.7808333,-90.4216667
17976,2012-01-18 19:45:00,us,triangle,1800,Someone else had to have seen this...,33.8730556,-78.6144444
17977,2012-11-08 19:50:00,nan,triangle,3600,White and orange triangles hovering&#44 then moving&#44 no sound.,42.586888,-82.919551
17978,2012-01-18 19:50:00,us,fireball,240,Twinkling lights in triangle formation form straight line and light up like large fireballs,33.8158333,-78.6802778
17979,2012-11-08 20:00:00,us,circle,60,Circular aircraft casting green spiral light flying north from the gulf.,30.3672222,-89.0927778
17980,2012-11-08 20:00:00,us,fireball,5,Green/orange fireball trailing black smoke.,32.9050000,-80.6669444
17981,2012-01-18 20:15:00,us,flash,600,Activity&#44 many crafts&#44 in South Carolina..including Jets,33.4041667,-79.9219444
17982,2012-11-08 20:17:00,us,cylinder,60,Red low flying object over Ypsilanti. Low speed flight&#44 with a climb then light went away,42.2411111,-83.6130556
17983,2012-11-08 20:40:00,us,fireball,600,Three bright red lights over lake Okeechobee,27.2436111,-80.83
17984,2012-11-08 21:00:00,us,triangle,60,Slow moving Triangle made no noise,35.9555556,-80.0055556
17985,2012-01-18 21:04:00,us,fireball,180,Floating fireball dripping what seemed like molten metal.,37.5950000,-120.95666670000001
17986,2012-11-08 21:20:00,us,sphere,1200,Ten to 15 bright red orbs independently moving and blinking on and off over the ocean.,33.6888889,-78.8869444
17987,2012-11-08 21:30:00,us,formation,1200,A opening in space that formed a hole from which I could see many flying objects keeping the hole open.,42.1644444,-94.255
17988,2012-01-18 21:30:00,us,light,360,Orange/red ufo over Tucson blinks out,32.2216667,-110.9258333
17989,2012-11-08 21:30:00,us,fireball,5,I was driving down a rural Highway 701S leaving Clinton&#44 NC going towards Myrtle Beach&#44 SC. While in Whiteville&#44 NC on 701S I witnessed,34.3386111,-78.7033333
17990,2012-11-08 21:40:00,us,light,120,Dim blue/grey orb&#44 at low altitude.,33.4250000,-94.0475
17991,2012-11-08 21:45:00,us,light,0,Over a few days/weeks&#44 big green flash in sky&#44 2 orange lights glowing&#44 some odd static electricity.,43.0794444,-75.75111109999999
17992,2012-01-18 22:00:00,us,light,180,i saw blinking lights in the sky&#44 &amp; think it was hovercrafts.,38.8697222,-75.4233333
17993,2012-01-18 22:00:00,nan,unknown,5,These light color was not natural at all.,40.691613,-112.00105
17994,2012-01-18 22:00:00,nan,unknown,5,They were not natural light colors.,40.691613,-112.00105
17995,2012-11-08 22:10:00,us,unknown,300,3 amber lights moving over Eugene slowly at 3000 ft. below clouds silently.,44.0522222,-123.08555559999999
17996,2012-11-08 22:30:00,us,fireball,2,Neon Green Flash Crashes South of Fort Collins.,40.5852778,-105.08388889999999
17997,2012-11-08 22:30:00,us,flash,3600,Bright flashes in sky east of Roswell.  Decended with not trail towards the ground.,33.3941667,-104.5225
17998,2012-11-08 22:35:00,us,triangle,0,Triangular UFO,43.2286111,-88.11027779999999
17999,2012-11-08 22:45:00,us,light,15,Bright blue light near Jupiter&#44 appeared and disappeared in a matter of seconds.,38.1361111,-81.0997222
18000,2012-11-08 22:45:00,us,oval,60,Large oval fireball seen traveling rapidly out of sky and hits ground in cornfield.,39.9241667,-83.80888890000001
18001,2012-11-08 22:45:00,us,flash,0,Different sightings over the course of the last 11 days.  11/19/12 most frightening.,38.1325000,-81.0766667
18002,2012-11-08 23:00:00,us,sphere,900,Ball of multicolored light in sky,33.8352778,-117.9136111
18003,2012-11-08 23:00:00,us,flash,900,Flashing red and white looked like 4 or more flashing objects&#44 bouncing back and forth in a pattern over the Atlantic Ocean.,33.6888889,-78.8869444
18004,2012-11-08 23:00:00,us,unknown,20,Huge smoke like trail going across the sky,38.2544444,-104.60861109999999
18005,2012-11-08 23:00:00,nan,light,1,Green beam of light west to east,41.814094,-103.63627199999999
18006,2012-11-08 23:00:00,us,flash,10,On Hwy 54 headed North&#44 the entire sky lit up in a bright blue light beginning in the north horizon and encompassing entire 360 view.,35.1716667,-103.7244444
18007,2012-01-18 23:05:00,us,triangle,60,Triangle of moderately bright white lights,33.4708333,-81.975
18008,2012-11-08 23:21:00,us,disk,45,Craft emits no light or sound flys over just able to see reflection and blacked out stars as it passed,30.7908333,-89.84861109999999
18009,2012-11-08 23:30:00,nan,light,30,The speed the format&#44 everything.,41.156689,-8.623925
18010,2012-11-08 23:35:00,us,light,1200,White lights in sky doing weird moves,40.1633333,-76.39527779999999
18011,2012-11-08 23:57:00,us,unknown,60,Falling fire ball or stream,35.8947222,-96.8719444
18012,2012-01-18 23:59:00,us,circle,7200,Spaceships sited in estillsprings tenessee wed. nite midnite.,35.2705556,-86.1280556
18013,2013-01-18 00:30:00,us,fireball,1,Bright orange fireball spotted.,42.3636111,-87.8447222
18014,2013-11-08 01:00:00,nan,other,0,Triangular and diamond shaped light formations.,40.5725,-111.85972199999999
18015,2013-01-18 05:30:00,us,light,180,WHITE FLASH&#44 THEN WHITE ORB LIGHT AND THEN GREEN ORB LIGHT OBSERVED UP CLOSE.,41.2975000,-82.6055556
18016,2013-11-08 08:00:00,us,nan,0,While driving in i4 i saw flashing white light in the sky&#44 blinking moving like left and right zig zag move.  It&#39s moved like butterfl,28.5380556,-81.3794444
18017,2013-11-08 10:56:00,us,fireball,4,I was standing outside my home finishing a cigarette(I know I need to quit) and admiring the night sky. I was looking up towards Orion&#39,27.8533333,-82.3827778
18018,2013-01-18 16:00:00,us,circle,180,Round Silver Object Seen In Durham&#44 NC Following an Airplane and Then Flying in a New Direction and Disappearing.,35.9938889,-78.8988889
18019,2013-11-08 17:00:00,us,light,14400,Stationary light above Roanoke City Virigna From dusk to 9-10pm every night.,37.2708333,-79.9416667
18020,2013-01-18 17:45:00,us,cigar,30,Fairfax&#44 Annandale&#44 VA - Black silhouette cigar / disk-like object w/rounded - blunted ends w/rotating &amp; synced strobe lights.,38.8302778,-77.19666670000001
18021,2013-11-08 19:00:00,us,light,360,very bright non moving light.,33.8125000,-84.6344444
18022,2013-11-08 19:00:00,us,light,2700,multiple orange lights in a line.,38.9908333,-88.1625
18023,2013-11-08 19:30:00,us,rectangle,60,Huge box-shaped craft with circular light beam.,43.0805556,-88.2611111
18024,2013-11-08 20:20:00,us,triangle,1080,Yellow lights in an triangle form seen by other people.,30.0969444,-95.61583329999999
18025,2013-01-18 20:30:00,gb,unknown,900,Flashing light.,53.416667,-3.0
18026,2013-11-08 21:00:00,us,sphere,86400,Distant Lights Moving in Sky Day or Night.,40.5813889,-79.5666667
18027,2013-11-08 21:15:00,us,light,120,Bright orbs traveling across the sky in triangular pattern.,39.3638889,-76.4525
18028,2013-01-18 21:44:00,us,light,0,Thee V shaped lights over the highway passing by in FL.,28.6775000,-81.3280556
18029,2013-11-08 21:45:00,us,rectangle,300,Bright light inside an orange object&#44 floating slowly overhead and not affected by the wind.,40.1302778,-75.51527779999999
18030,2013-11-08 22:00:00,us,light,1800,20 silent large reddish-orange lights over Antioch California shoot something out the bottom then fly off to the west towards Mt.Diablo,38.0050000,-121.8047222
18031,2013-11-08 22:00:00,us,circle,360,We saw about  13 bright reddish orange cirle lights with two diamond lights in between flying in a line formation.,35.2269444,-80.8433333
18032,2013-11-08 22:00:00,us,light,600,2 Bright Lights in the sky&#44 weird movements.,42.4775000,-83.0277778
18033,2013-11-08 23:00:00,us,unknown,0,Saw bright orange and blue lights above on civilian side of birch hill while at viewing spot with friends.,64.8377778,-147.7163889
18034,2013-11-08 23:55:00,nan,light,5,Blue light in 5 seconds.,0,0.0
18035,2013-11-08 00:00:00,us,disk,120,Two propellor like motors w green revolving lights. Also red flashing light.,36.0222222,-106.95777779999999
18036,2013-01-18 00:00:00,nan,nan,0,((HOAX??))  Black saucer two red lights and shot out white beams on angles it rocked rapidly.  Seen by two men.,0,0.0
18037,2014-01-18 00:00:00,us,light,480,Brilliant light coming and going Roaring noise.,40.9166667,-74.17222220000001
18038,2014-01-18 00:10:00,us,light,5400,Bright white lights moving around south west Wichita just above cloud cover.,37.6922222,-97.33722220000001
18039,2014-01-18 03:10:00,us,light,120,Green light moving erratically over Stapleton at 3 am.,39.7391667,-104.98416670000002
18040,2014-01-18 08:45:00,us,light,120,Approximately 12 red lights staying in formation over white tank mountains around 8:45 p.m. Dissapearing one by one.,33.6113889,-112.42638889999999
18041,2014-01-18 09:06:00,us,sphere,60,High speed&#33 Very colorful&#44 chased by military helicopters a few minutes later.,37.1041667,-113.58333329999999
18042,2014-01-18 10:00:00,us,other,600,I was walking in side my house with my girlfriend when we decided to go outside. so we go&#44walking as normal when we see this bright lik,25.7902778,-80.13027779999999
18043,2014-01-18 18:00:00,us,sphere,300,Saw a reddish light move up from the little tujunga mountain on the south side. The object went up and down very quickly in a perfect a,34.2522222,-118.2875
18044,2014-01-18 18:15:00,us,light,3,Strange light similar to meteorite suddenly turns in perpendicular direction.  Seen again moving across sky and moving up.,35.4105556,-80.8430556
18045,2014-01-18 18:20:00,us,triangle,900,7-8 orange objects forming a triangle and V shape. Stationary position for several minutes.,35.9938889,-78.8988889
18046,2014-01-18 19:15:00,us,triangle,120,Black Triangle craft&#44 very large&#44 whites lights on end only.  Helo on its tale&#44 then craft disappeared.,40.5772222,-74.2286111
18047,2014-01-18 20:00:00,us,other,600,A camouflage cloaking invisibility technology.,36.5297222,-87.3594444
18048,2014-01-18 20:00:00,us,sphere,900,18 orange lights following same path making no noise and fading out after passing overhead.,30.8372222,-91.2175
18049,2014-01-18 20:00:00,us,sphere,900,Orange lights in the sky.,27.9472222,-82.45861109999998
18050,2014-01-18 20:00:00,us,fireball,480,Fireballs in the sky over Willits&#44 Ca.,39.4097222,-123.35444440000002
18051,2014-01-18 20:30:00,us,fireball,180,Was driving home from store and looked up and saw an orange fire ball in the sky at first i thought it was a meteor but then it hover a,38.4191667,-82.4452778
18052,2014-01-18 20:30:00,us,oval,7200,Slow moving orbs seen slow.,43.2166667,-123.34055559999999
18053,2014-01-18 20:30:00,us,fireball,60,Not a jet it stop in dead in the sky.,43.5008333,-70.44333329999999
18054,2014-01-18 20:45:00,us,cigar,900,There ufos spotted over Columbia&#44 MD.,39.2402778,-76.83972220000001
18055,2014-01-18 20:45:00,us,fireball,300,Orange&#44 flickering and flaming object moving on a very rapid and straight path heading southeast across at about constant speed.,33.4483333,-112.07333329999999
18056,2014-01-18 20:45:00,us,nan,60,I was sitting in my family room watching the tv. We have  high  ceilings in the family room with windows and can see the sky. All of a,45.5236111,-122.675
18057,2014-01-18 21:00:00,us,light,10,A big flash of white light by the moon followed by a very bright light that skipped across the sky then faded to black.,38.7741667,-76.0766667
18058,2014-01-18 21:00:00,us,fireball,300,Three bright orange balls moving silently at high speed.,34.4838889,-114.32166670000001
18059,2014-01-18 21:00:00,us,other,3600,About 9:pm on January 18th I was comming home from shoppping and I saw an unusual sight in the west of royal palm beach florida a row o,26.7080556,-80.2308333
18060,2014-01-18 21:30:00,us,fireball,300,3 bright orange&#44 low flying objects at high speed.,34.4838889,-114.32166670000001
18061,2014-01-18 21:50:00,nan,fireball,120,Five Round&#44 bright&#44 low flying objects flying silently from north to south 8 to 10 seconds apart at constant speed.,32.858805,-95.95154000000001
18062,2014-01-18 22:05:00,us,formation,600,Saw 3 reddish orbs in a V formation&#44 and 3 minutes afterwards saw 3 more orbs.,26.3583333,-80.08333329999999
18063,2014-01-18 22:30:00,us,circle,900,Late very clear night &#44circular object &#44red lights fading on and off &#44huge&#44silent moving extremely slow&#33,40.1947222,-92.5830556
18064,2014-01-18 22:30:00,us,light,60,Single craft bright red and green lights moving very fast and changing directions often.  NOT helicopter RC?  Too fast I say?,33.7591667,-118.00583329999999
18065,2014-01-18 23:00:00,us,other,0,I saw these objects while driving so i took 2 pictures&#44 they look like gold starts untill you zoom in.,33.1958333,-80.0133333
18066,2014-01-18 23:00:00,us,triangle,180,Saw a triangle ufo hovering over the the street. Started to come straight towards us and then took a sharp turn to the right and flew a,41.8786111,-71.38305559999999
18067,2014-01-18 23:39:00,us,light,20,Slow blinking white light hovering over port area then vanished.,47.2530556,-122.44305559999998
18280,2010-01-19 00:01:00,us,flash,30,Two flashes quickly whisk into the sky and away,41.9211111,-87.8091667
18281,2010-11-09 12:20:00,us,sphere,5,Blue/green orb that shot off and disappeared.,37.2741667,-97.16861109999999
18282,2010-11-09 16:00:00,us,oval,180,Hovering craft in sky,38.9180556,-78.1947222
18283,2010-11-09 17:00:00,us,disk,900,Blimp-like object&#44 then missile-like object&#44 then 3 transparent saucer-shaped objects.,43.4194444,-83.9508333
18284,2010-11-09 17:45:00,us,unknown,180,Five objects&#44 moving North and South with a rocket exhaust suddenly vanish,37.9886111,-84.4777778
18285,2010-11-09 18:30:00,us,triangle,240,Two red triangles slowly and silently fly single file over Krum&#44 Texas,33.2613889,-97.23777779999999
18286,2010-11-09 20:00:00,us,fireball,20,Bright fireball\flash of light seen in sky,38.9180556,-78.1947222
18287,2010-11-09 20:15:00,us,cross,20,a crossed shaped UFO with orange dots,35.2219444,-101.8308333
18288,2010-11-09 20:30:00,us,triangle,2700,My daughter and I saw a triangle shaped something with flashing red lights staying in the same place and not moving.  Then there were 2,36.6336111,-81.78388890000001
18289,2010-11-09 20:30:00,us,triangle,4,Outside playing basketball in driveway at night...saw a brightly lit craft that appeared to be a plane.  Craft appeared to  be moving v,29.7630556,-95.3630556
18290,2010-11-09 21:00:00,us,light,900,Bright flashing light moving in a no repetitive and non linear pattern,26.6402778,-81.8725
18291,2010-01-19 21:05:00,us,light,360,Red lights blinking or turning on/off in an estimated shape of a triangle.,34.1336111,-117.90666670000002
18292,2010-11-09 21:19:00,us,rectangle,30,Very bright&#44 mirror like&#44 skewed rectangle shaped object over southeastern Oklahoma.,34.0105556,-95.5094444
18293,2010-11-09 21:25:00,us,fireball,840,Orange Spheres Over Navarre/ Gulf Breeze&#44 FL. Fade In and Out of Sight,30.4013889,-86.86361109999999
18294,2010-11-09 21:30:00,us,other,60,&quot;Star&quot; flying South with purpose like an aircraft,34.2063889,-118.2233333
18295,2010-01-19 23:00:00,us,unknown,300,Mother and daughter chase UFO to daughter&#39s house,37.5850000,-79.0516667
18296,2011-01-19 02:00:00,us,triangle,7200,somthing  came out of the ocean and flew up with a boom&#44 out of sight in seconds,27.9472222,-82.45861109999998
18297,2011-11-09 04:30:00,us,circle,30,Two bright orbs dropped from the sky and glided  incredibly fast across the entire sky&#44 going south over Oregon.,44.6366667,-123.10472220000001
18298,2011-11-09 06:00:00,us,formation,1800,lights cloud-like objects in the sky  strange cloud formations and also when they left (ufo) jets where scrambled into the air,33.1958333,-80.0133333
